score,content
4,started like a years ago idk but this game had me playing every single day its really fun with all the graphics the lore and the character designs that its so like unique compared to other games i have played so far the storage has been quite the issue and complicates quests or probably im just dumb but overrall its such an amazing game and i love it
3,as a mobile and an old pc user i really do reccomend this game to people who dont know what game to start playing one thing is when i joined on my old pc at everything started to lag and honestly this was not enjoyable i lost storage at the six update but then got a new phone and started playing i cant wait for and fontaine high hopes on genshin impact
3,material grinding and talent materials are too hard and annoying to get and my lucks sucks so bad which i cant even get a single artifact or weapon neither a good character
5,amazing experiences wonderful graphics amazing gameplay amazing stories amazing characters overall for me this is one of the best game i have ever played although the storage needed for this game is killing my phone its stil amazing as ever if your a big fan of open world rpg and adventure this game is one of the best really recommended ten over ten
5,i have found no major issues with this game as time passes it just keeps on getting better it does take up a lot of storage but that is understandable considering the graphics quality i have been playing this game for years now and have no plans on stopping
5,this game was always good to me but now since i have lost my main account i am finally coming back to the game yet there is one issue since when did it turn into a such a huge gb storage game last time i played it took like six gb i think tho it is understandable with all the new places and characters my device is gonna explode please send help
1,still no controller support for this game even though on all other platforms it has controller support is absolute rubbish this is not a particularly enjoyable experience when played on touch screen which is a shame it seems like there is a good game here locked behind the worst control scheme ever
3,game can be a lot of fun lots of exploration and stuff to discover and experience great visuals gameplay and music but events are mostly copy pasted and fontaine didnt bring much needed qol updates either low levels of powercreep which helps if you do not want to spend a lot but i really do think the abyss evolution has been one of the worst systems i have ever seen in any game still a good experience i recommend people try
5,i do not play on mobile bit this game is really fun you get to explore the world and meet other players i have made some friends that way
1,old i love that the game even though is clearly marketed for profit still provides plenty of opportunities for freeplay so therere plenty of ways to get just as good of a gaming experience regardless of whether or not you wanna pay real money update wrong money grab after the first week of playing also cannot even log in anymore says network timeout two zero four after the dumb intelligent verification pop up
3,good game on the surface but when you dives deeper and play longer it is rotten to the core there is no point of building characters when you can six stars abyss the events are fomo traps you cannot play them once they are gone no endgame content the developer do not care about the playerbase the artifact farming is horrendous the resin system is very limiting and they are stingy play at your own risk do not expect anything especially qol update from them
4,it is okay if you wanna play it but be wary of the gacha it can suck you dry like a succubus also hoyoverse still gotta fix somethings like resin and the artifact system at high level it is just too boring to play the game as new characters need atleast decent artifacts to reach potential but the same are rng based and require resin to get which limits how much farming can be done for them so you reach a stage where you want to play new characters but it is too much work other than that it is ok
5,wonderful game big map characters and great storyline is amazing i like this game very much
5,ok so not only it has amazing graphics but amazing fighting scenes and you can play with your friends but there is a problem it is not a bug and it is not there fault but it takes up so much storage that on my ipad i cannot get it i have to use my phone you might think why not just delete stuff well i do one time i delete all my apps and i still couldnt get it i delete all my files pictures and videos but still nothing sadly but i can still play it so whatever but amazing
4,i would give this game five stars but this game is so amazing to be honest this game makes you burned out sometimes i farm for so long to get a character as soon as i lost fifty fifty my to wanderer i bought a one hundred dollar purshase and guess what five star this game makes you spend to much money and its stressful its really annoying that every time i lose fifty fifty my and i buy stuff its a five star right after it is like their asking you to spend money in order to get a five star this needs to stop
4,i absolutely love the game the visuals character designs gameplay all of it is great but one problem is that it takes over thirthy gb please find a way to fix this
5,exploration is challenging and fun characters are well designed and have their own interesting stories and personalities the special effects are amazing overall a very fun game i have been playing for a year and i really like this game however one thing that bothers me is the storage requirements overall i like it
4,amazing you can explore adventure or live a peaceful life i definitely recommend this game to all types of people the only problem is that sometimes it will not let me login so i have to try like ten times to login
2,play this game if you want to have to read an entire three hundred page ya novel in between every gameplay moment no skipping allowed
2,hi i just want everyone to know that we are having a hard time entering the game not because of our phone but because of the new update of fontaine and i am really missing out i hope it will get fixed
3,it was very wasting time for waiting verification file i am play in pc and mobile but in my pc so very wasting time in hours just for verifycation file to many update and but small update but in verifycation it is so loong for waiting
5,come to think of it overall genshin is a very great game but the downside is the in game rewards they give they do not give enough for players to freely clear certain in game content i would wish there was a grind able content for us to get to give way to free to play players
3,i burned out at least if you can just add skip button wich is simple for you to add it then i will stay you know not everyone will have that much time to hear those long conversation anymore as time pass except for some which mostly content creator oh and i am not even counting those puzzles which is a plus plus time to do
4,the game is gorgeous the map is expansive with beautiful variety the story is in depth th characters are imaginative and the world building is impressive it is just really boring the grinding is excessive and time sensitive the combat is incredibly repetitive story boss fights and special events not withstanding even though i have played this game for years i eventually decided to delete it after i noticed it was constantly putting me to sleep
3,i would have given five stats but the thing is that loading takes forever plus at the start of the game it is confusing please make the loading shorter everything else besides all of this it is a great game
4,perfect game and lovely co op but i wish we actually can switch servers but the same progress we had but make it like a while to download new resources to switch to a server and about the friends list one not sure but can we still have them in our list even if their different servers example my friend is europe server while i am asia server he can switch to europe to asia with the same progress he had with europe server also add an option of like want to make a new account
4,the game is extremely good i love playing it but there are some things i do not like resin the resin cap is sixty only and it takes eight minutes to get resin so it almost takes hours to recover fully you should increase the resin to two hundred and thirty or three hundred like you guys did it on honkai star rain one hundred eighty to two hundred eighty primogem every update we are gutting less primogem you should give us more opportunity to get more primogem besides daily commissions game contentafter reaching ar fifty it gets boring
5,i have been playing for over a year now and i love this game soo much highly recommend playing there are many quests events dailys exploring building characters and many more i am addicted hehe even though it needs a lot of storage
2,disappointment never disappear in terms of anniversary though a lot of story content but lack endgame content decent at best but never good enough
5,i love genshin it is such a good game great graphics and designs the characters are so nice as well i cannot wait to see what the game is like when it is finished
3,i wanted to download it but it will not load and it keeps saying i have insufficient space even though i deleted so many memories and photos videos and even apps
3,i cant play the game i suggest if your on a phone dont download it because i cannot play because the storage i deleted lots of apps just to not be able to play but i have seen it is a good game on the internet so there stars
5,it is the best game i have ever played try it once but you need a decent phone to run it if you have it then surely give it a try
5,its a great game i really like it but you have to have a lot of storage specially those who play genshin in mobile like me i guess i need to buy a new phone for genshin only but its good
1,it cannot be open e ery time just show free up space in my phone already lots of space but still it cannot open after downloading what nonsense
3,i have a problem with the game because if i download the files or something if you download the game it will tell me to log in and download it but i downloaded it but it tells me to login again and i have to download it again that is the only issue
3,one of the free great games to play that is available at playstore although i hope hoyoverse would listen to its players wishes because as the game progress it is getting more and more difficult it would be hard for us players who do not spend money on the game for various reasons so i do hope that it will be fair soon
4,great game however i feel that without support for kishi backbone and other attach to phone game controllers games such as this one is not at it is full mobile potential as the onscreen gamepad is not a sufficient alternative to buttons and joysticks
5,this game is awesome the open world game lets u do all kinds of stuff the character are well written and it runs smoothly in my phone the game optimisation is very well done but it is too large
4,it is a nice game from graphics to style play is nice but please do not swich genshin impact for funtap
5,best open world game even though a little tough to download for low quality devices as i have both emulator and phone i would say it is the best also the story and graphics are cool and smooth
5,amazing i love this game so much the first download the game gets is a bit annoying but it is worth it for the best gaming experience
5,honestly its the first game like it is kind that i ever played it takes a little grinding and hoarding skills lol but i trully appreciate it for what it is and the effort the developers put into it it seems like alot when your start late in the game it is okay go your own speed and enjoy the journey welcome to gi oh and yes the community overall cool can be a little weird at times
5,astonishing graphics beautiful regions for lots of exploration lore story quests and truly amazing battle it has it all the best game i have ever played it is more than worth it to download it
4,the game is very beautiful and everything in it is beautiful the characters and the maps but there is something i did not like which is why we cannot enter the game until after downloading five twenty five thousand mg and sometimes you must delete the game and download it again and download all of this again
5,one of the best games on playstore i am not only a mobile player but also a pc player so i know just how great this game is it is world building npc open world and all the other things are just top of the line and believe me you will not be finding this kind of mobile game with such high quality production in any other game on playstore the only con is that despite being a well rounded game it has some serious issue in optimization on mobile i mean my eighty eighteight is not able to keep up
5,i love this game personally my experience in this game is so awesome i love that you can buy new characters like getting characters i really like this game so keep it up
5,it is an amazing game i have been playing since like april ninth and i have stuck with it beautiful storyline awe inspiring graphics it is simply too good definitely recommend only minor is that you need a lot of space but it is worth it
5,yes this game is very amazing i have been playing since twenty twenty have not played any other game than genshin impact but please could you make the dainsleiff quest easier please i want to unlock inuzuma it would be nice if you did also please make higher levels get mail i have not been getting mail recently and the character i want is qiqi but i never got her and yes i will buy the weklin moon when i roll for qiqi may i please get her because she has been my dream character ever since i saw her thank you
5,unfortunately i have no words for this yes i am extremely glad that something new has appeared in the game but it takes up one hundred percent of my phone our paths diverge on this road i delete the game from my phone but i promise we will meet someday i had a great time playing this game many emotions many words but my travel ends here we will meet again and i will come with new emotions thank you it was a wonderful travel see you soon maybe
5,although it can cost a lot of your storage i think it is really worth it especially with the update with fontaine i think it is really worth it genshin is not fun at first but once you get to ar twenty to thirty it gets really fun getting to inazuma and the chasm is really fun too good luck with your wishing
5,my experience has been great so far just started playing a week ago and i am already addicted i would suggest especially because it is an easy game to play
5,really addictingly fun game no seriously literally be careful of the gacha plays great on mobile though bows are awkward
5,fontaine climax was simply amazing looking forward for the continuation of the main story in natlan
3,good day i would like to raise a concern regarding a top up purchase issue when i attempt to top up it tells me to top up using the device used to register the account this is a major issue because i barely have access to that device now also i fail to realize why the game is requiring me to do that and not just let me top up with my current device please fix this i also would like to get your reply on this please thank you
5,such a fun and detailed game been playing it for a while now the graphics are amazing same with the designs the only current issue i have is that it keeps crashing on my gaming laptop
5,the game is a goat for anime watchers it is a treat for me the best open world story for both pc and phones as a player whos been playing it since the only thing i want at this point story and archon quest rerun to freshen up our memories and older player will even invest more time in the game hoyo do not even have to give rewards just story reruns
4,the game itself is great beautiful scenenery great artstyle amazing char and story as long as you consider it as a single player game for an online game this game is trash barely any pve and no pvp content which is fine by me for the pvp part and most of all the devs are not interested in your opinion or feedback they just do what they deem you want or need
4,i have spent two years of my life in this game and it is sadly getting boring i am ar fifty five now finished the latest archon quest and the other side quests except the cleansing sakura quest heck i am not doing it i just ask three things one consider increasing the resin cap like star rail two make more end game content and three make the limited weapons obtainable via paimons bargains gosh i need albedos weapon the time he is getting a rerun
5,i love the storyline hoyoverse has given us through this game there is a lot of grinding to be done which is annoying as it relies on sheer luck but apart from that the immersive experience provided to the story is amazing
5,i am never the type to play open world games in gacha types of games but this got me hooked compelling story flashy effects immaculate music and the characters that feels so alive but out of all of them i say it is the graphics that is the most beautiful over all great game
4,although my luck is pretty bad and never won the fiftys free to play btw reason of four stars this game is fantastic it is addictive not sure if that is good it helps you escape from reality it gives you friends that will never betray you it is music sends you to the land of fantasies it is characters are gorgeous their voice acting is superb the story is insane the world to explore is fun and huge it makes your phone a very good hand roaster it fills your storage to the brim but most of all must play game
3,it is is a good and an awe game but it is conditions for installment is very high it is around five gb and it can increase in future its lag in low end but mine is six gb ram and one hundred twenty eight gb storage it is avery laag
4,i really love this game but it always take so much storage every update is nice and all but really pls make like that less storage is taken because i like this game some much i bearly have app so pls
4,overall it is a great game and the graphics are amazing but there is problem that whenever i open genshin on my tablet it crashes and it have not worked for about months pls fix this problem
5,this game is awesome graphics are awesome it may take space and time but it is worth the wait
1,please make the artifact system like in honkai star rail atleast let us choose the main stat i am always getting best substat with worst main stat
1,i love the game but so many flaws are not easy to overlook they powercreep characters as if people getting good characters would hurt their business will not give voice over for important stories and the stories contain names i cannot pronounce or remember so cannot care there are more annoying issues like these recently fontaine update came and they changed their system requirements what about the people who started playing before cz they found a game that ran in their pc and now it does not
5,this game if freaking awesome it is on another level of mobile games i am playing about forty days and i am feeling goooood thanks for updates and the beauty of tayvat
2,great game but the amount of storage space this requires is insane do you want only playstation and pc users to play because i have cleared my phone and my tablet of everything that i can and i still cannot even begin to download it and a lot of what other people i know have said they have the same problem yall need to fix this seriously
5,great game with a lot of different types of characters how do yall even know how to design characters in a way that we all love ahhhhhhhhhhhh
3,i personally adore thisbgame i love it love the characters the open world game experience but the game just takes up too much storage and with each new update my phone just cant keep up with all the new places to explore i have been waiting for the newest region to experience and its taking too much space i eould love to continue my travels in this game but just cant keep up with the new content
5,i do not even know how to express how amazing this game is i just love it the story and animations are really amazing
3,i have been playing this game for more then years now but just today the app was crashing whenever i try to open it on my device i recently bought a new device and have been playing on this for two months now but i faces this problem just today please look into this i love this game alot and this is the only game i reside in
2,the game itself is good and all but the only issue is it is space size i cannot really play in my android anymore i have two gb free space but to update three hundred mb i have to free up more space and in pc the size is already one hundred gb what is this they should add past quest resources deletion in pc too and fix these android problems
5,this game is an open world game wich is one of the types of games i love another thing is that the graphics and design and concept of this game is just awsome animations are also awsome the game is very fun to play as it also haves side missions wich makes the game give more activities the game has a really awsome combat system and details of the combat system overall i recomend playing this when you need an open world game
4,edit twenty seven gb now after four point zero update think before installing really nice game and graphics it does take significant amount of time initially but later stages gets really slow and you actually need to wait for game update to play more there is tons of stuff to explore but gets monotonous after some time it was one point five month for me update how big this game is going to be it is already more than twenty gb now and cache will be more tired of this
2,i genuinely would play this game but until you guys allow my controller to even be an option im not going to especially when my controller lets me play minecraft on my phone diablo immortals on my phone i can play multiple games that do not even require a controller on my phone i can use my controller for my phone itself without a game in use if all of those things are clearly capable being done it is clearly capable of you genshin impact being able to let me use my controller please fix
4,so i never got into the hype about genshin at release only decided to try it after playing star rail and i get it game is beautiful and enormous and borrows heavily from breath of the wild i find the action combat not entirely suitable for mobile but besides that everything else about the game is remarkably well done
5,one of the best available mobile games massive open world area that gets expanded constantly a good story and amazing music updates are constant coming in around every one point five months as well the gacha system is also fair and you can one hundred percent free to play the entire game without having any problems
4,i really like it maybe make it easier to get primo gems but overall is a great play it is addicting send help
1,tos not loading i am using a laptop this works perfectly fine on my phone except my phone is broken and i cannot get the game to load past the login screen because when i try to load the tos they do not load i get a blank screen no matter how long i leave it to load i really wish that you could just check the box instead of going to the bottom of the tos like come on we all know no one reads those things anyways this makes this game literally unplayable for people like me makes me sad
4,i like this game so much but there is a bug where the damage ang elemental reaction do not show so pls fix thisbtw i am in mobileand please the reduce storage consumption as much as possible thank you
5,the game is really good its one of my main games so i suggest to play this game its kinda boaring cuz of the conversations but it stills good like perfect game for solving mystery exploring doing quests upgrading characters etc so its perfect which fits anything i am just asking the devs to add like skipping conversations and ty for ur time which u wasted for reading this d
5,i love genshin impact the whole plot is great the music and visuals are amazing as well not only that the characters within the game have their own unique story and style the different regions that you can visit throughout the story are so interesting to explore the visuals on phone are not the best but other than that i would like to say it is a really good game that has a couple of flaws i would recommend playing one hundred percent
5,amazing game ever since i have heard about this game i was really interested in trying it for myself to see the hype i definitely do not regret it it is for me the best action role playing game i have ever played yes it requires lots of storage but it has a very beautiful and interesting storyline even the characters have stories of their own just the concept itself is worth all the hype i am obsessed with this game and would give it ten stars if possible
1,the game really need a skip button at least for the side quests and and world quest because is a player is not interested in reading dialogue then what is the point of not letting them to skip the dialogue and waste their time on clicking the screenjust what is the difference of not reading the dialogue and skipping the dialogue
5,genshin impact is seriously amazing i cannot get enough of its stunning open world the awesome storyline and the wide range of characters the graphics are so detailed and exploring teyvat feels like an adventure in itself the combat system is super fun and there is always something new happening with the updates and events huge props to the developers for making a game that is not just addictive but keeps evolving it is my go to game and i cannot thank them enough
5,have a wonderful story and also characters u might be owned embark a new journey of open world
5,the graphics and art style is absolutely amazing story is interesting and fun and character design is gorgeous overall i recommend genshin impact to everyone but i do recommend playing on pc or laptop rather than on phone
5,i have issues logging in edit it is okay now my brother tinkered with the device and removed all permissions and etc i made it work again
2,pls allow to change server with data and progress i face issues with ping on eu cannot play with friends and all pls change this it would help a lot or else i have no reason to play the game i have to quit otherwise
2,its an amazing game very fun however i came accross a bug or glitch where i was exploring in fontaine but i randomly got kicked while exploring an underwater cave now i cant log into my main account and it certainly is not a storage problem or phone problem because i can use my other accounts just fine please fix this bug i want to use my main account
5,i have always been hesitant to play this game even though i have wanted to for a long time now that i have a new phone with a butt load of storage i am finally able to play and i regret not downloading it sooner
5,this is a great game with one of the best graphics and stories i have seen and one of my favorite parts of this game go for the characters their designs and different abilities i would recommend this to anyone who is a fan of anime manga and rpg games
5,based on my experience genshin overall is a pretty spectacular game it has an optimized ui beginner friendly gameplay one of the most astonishing game graphics and last but not the least an intriguing story plot though it is a gacha game you cannot deny the fact that genshin is more than just your plain old gacha game where you just pull wish for characters weapons non stop
5,hi hoyo gotta love this game when it first came out i totally misjudged it and thought it was a stupid game i mean i wasted a whole year hating on it until the tiktok algorithm decided to recommend some genshin videos to me i finally gave in and after playing it for quite the while all i have to say to the newcomers is that save your sanity because after getting gambling addictions you will not have any of it left
1,this is awful game i have many negatives this game why waste primogems choice five star character or weapon i suggest only five star character and this delete is weapon game please fix why each eighty primogems for choice five star character or weapon waste primogems i do not like this is game i am quit this is game and other problems very slow run for gas climbing exp adventure full heal for characters swimming playing cards jump up fly too many chests and others please fix
4,there are a lot of mechanics behind all the actions you can take in this game if you start just focusing on what seems important you will have fun
3,the app keeps crashing when i try to run it usually while loading sometimes right after starting the game sometimes i have to try five six times before i can actually get into the game
4,instead of spendings three hundred dollars and one thousand hours in this game you know what i could have done trying to get some girls and undepress myself but instead i chose big anime booba and more knowledge on how this game works then knowledge about my own family eight over ten would recommend to everyone who likes mildly dark fantasy stories surprisingly deep combat and a beautiful world to explore the puzzles might mess you up if you are not smarter than a seven grader
4,i loveeee this game i have not missed a single day but the thing that bothers me is the storage that it takes i deleted so many apps to play it but it is still an amazing game
5,cannot stop playing such a good game i wish they would add romance and marriage as a suggestion to any npc
5,this game is super fan and there will all ways have event but the promogems they give is super cheap but sometimes have best reward geshin impact make me learn about english and the story gives you more knowledge like never give up or fighting is the best option if you need to i all ways remember my first play this game that i really super because this is the first time i play rpg in my phone so this game make me happy and you can find new friends
1,good game but do not expect anything from the dev when it comes to rewards you will regret it the dev seems to ignore player requests even simple ones like updating the resin system you can play while being free to play if you are lucky or else it is pay to win
2,played this game on my other phone since twenty twenty i hate the lzeroli bait and the game is just overwhelming and money hungry it is fun but there is too much to do that you mentally become tired and stressed it is not like everyone that plays this game does not have a life and can do multiple quests for hours non stop also this game has its issues on its own and the fan base is even worse most of the adult characters look a lot like teens which is horrible and disgusting
2,well at first everything is fine i had so much fun playing the game untill i unlocked a teleport in fontaine the next day i stuck at the elements loading screen and when it reached the geo element my phone froze and everything start to lagging and the phone need to force stop i thought it was my internet connection but it was not so i deleted the game and install it back and the problem still there so i only rate it out of five but if this problem fix i am gladly to give this game a five out of five
5,one of the best free to play game which is truly cross platform and that has a really good story detailed characters impressive controls great audio and visuals of course there are bugs and glitches with any new update but they get resolved sooner or later also the game is unforgiving on low to mid tier spec phones edit the games still the same for me more or less but seriously needs optimization with increasing updates lags and stutters are awfully annoying
5,great game i have not gotten to far into it but i hope the gig download and now another ten gig is worth the drain on my memory awesome game and graphics just wish i had found it sooner also if this newest update does not do it please fix the crash problem
5,i love it it is the only game i stick to and can never be replaced but the storage is kinda a problem
1,this game is super not beginner friendly you wont have the materials to build the characters on the banner you pulled for nowadays all the banners are for late game players who are on the latest map ex the banners are fontaine characters but you started at mondstadt you wont have access to the necessary materials until you get to the fontaine map it will take months to reach that map
1,the game is good has great story and potential but hoyoverse does not give it much importance they just see it as a cash cow for their other games you can easily see it in the treatment it recieves compared to the rewards in honkai star rail they refuse to acknowledge this games shortcomings and instead improve things in their other games i have never seen such blatant discrimination from a game company trash
5,amazing game awesome graphics and fabulous soundtracks the character designs are super likeable and lovely as well the only issue i face is regarding ping which is generally two hundred for me i play asia i wish hoyoverse resolves this
5,excellent all around graphics are smooth the world is massive the characters are numerous each have different abilities and i like that lots of content to explore and complete
5,considering the game is free the devs have put so much work in it there are some flaws like no end game content bad rng for the gacha artifacts and rare update on quality of life in game overall its a great game the amount of space its required is getting bigger and bigger as expected but this is getting ridiculously huge for mobile devices
5,fast customer support and problem resolution within four hours i am glad this app made my day and its graphics are amazing thanks genshin impact
5,chaptor four of the archon quest is the best video game story i have played this year truly a masterpiece
4,this game is amazing i love it so much the characters designs are incredible and the archon quests are very enjoyable too my only problem is that it takes too much storage i litrealy deleted every game on my phone but it is still saying i need to make more space i do not know what to do anymore
3,i love the game been playing since twenty twenty one plus stories graphics are amazing but every update seems to grow larger and larger leaving my phone with no space at all i have enough space to update yet it says i do not i cleared my entire device to just update this game nothing happens which is a disappointment
1,add controller support and key bindings for android users too we also love this game and use controllers too do not do discrimination between ios and android users thanks
5,it is a very good game with great quality and all the story quest and archon quest are also great the designs are very nice some characters are way too revealing but it is fine they look fine and all that is all keep it up hoyoverse
4,just uninstall it and reinstall the game and is good love the game that is why i get annoyed if it is not work smoothly
5,new fontaine archon quest is really amazing the storytelling in fontaine insanely good open world exploration superb this is the best update so far
5,been playin this game since the beginning and this never fails to amuse me every update gives me a lot of fun gameplay and exciting rewards the characters unique perks and compositions makes it a lot more fun the gacha systems quite annoying the chances of you getting your desired character weapon is low if your free to play but that is expected in every gacha i will give a five star regardless so looking forward for more contents xiaooo
4,fun solid game held back only by needing to accommodate mobile users and the lack of any challenging permanent combat modes other than spiral abyss mostly meaningless fetch quests also get old fast
4,wish we could get more primos in the grave period of time between regions coming out like you have explored all of fountaine and you are waiting for the next region but it is good good game
5,this world is so awesome and i love this open world exploring and story line etc i do not know how to tell but i love so much
3,the game is amazing really it has breathtaking graphics the music is top notch and the characters are spot in my problem is that my genshin does not have any grass damage text and ice and some of the characters faces does not have any lighting in it actually this really bothers me slightly but please hoyo can you fix this
5,honestly while this game does have it is issues as does the company the actual playthrough and storyline is really good it is most everything you could want from an open world rpg i love the different characters and their personalities and stories not dori but i would like to see some better rep on skin tone but that is about it the plot is great and co op is very fun i have met alot of my best friends through genshin as sad as that is definatly a good play though nine over ten recomend
4,it is a great game just does not fit in my phones storage space anymore since the four update
1,it takes one hundred years to complete all the quests because you cannot skip the bullshi dialogue pay money to my precious time
1,it is spending your money on other endeavours and it shows does not want to pay it is english vas stories drone on with no crescendo and some areas are mechanically busted players are hostile toward the company the game and eachother they could remedy this by rewarding players so new bad kids are not so bad or by revamping a tired money mill of a gatcha system that permeates all aspects of the game with trash items weapons and artifacts they will not fix these problems
1,i love the game but when came back after a few months i got a notification saying please make sure you have enough storage something like that but i have eight gb gb i do not understand how i do not have enough storage too play this game i do not know why i uninstalled everything on my phone launched the game and still no storage even u installing and reinstalling the game it will not work so please if you can fix this that would be great
4,great game but controls are a bit fiddly probably my fat fingers very engaging world and characters with plenty to do just be prepared for the massive download and long installation several hours before you get stuck in
5,i love this game ever since i have downloaded it i uninstall other games that i do not olay as often as this game i hate myself sometimes when i finish all the quests and stories and now i have nothing to do but wait for the events and new regions as well as it is new quests and stories
5,love the game so so so much i have one thing i would like added and that is a feature where you can trade characters for other characters i would trade my c keqing for anything rn the service is also amazing i lost my account back in september and they kept replying to my emails quickly i got my account back within at most months
4,it is a great game and i thoroughly enjoy playing it and exploring the free roam however i am facing an issue where i cannot download the update even though i have more than enough space on my phone please fix this problem as i will not be able to play the game otherwise
5,i have been playing this for the last year and it is the bestt except the they are not doing much for the game upgrade
5,very fun i love exploring and battling enemys the game is very unique and i love it
5,it is super fun and long i really like these type of games but for some phones graphics are too extensive
5,fontaine is very enjoyable and looking to the four update so far i really love the game and the gacha i should accept that i am not lucky as always ninety fps and one hundred twenty fps for smoother gameplay and for the resin atleast make a feature that you can still gain resin even if the daily resin cap is full that is all and keep up i love the game so yea
2,the third anniversary reward of genshin impact is not satisfactory at least for us the feature chooses five stars in the standard banner or it is better to add daily resin like the honkai star rail game will not it
1,this game ruined me i hate everything in this game the rates the missions the pity system the artifacts i need that autoclear feature in this game the powercreep is horrendous the fact you cant skip the story that green grassoculus thingy that took me four hours the optimization the characters except noelle she with my gang and finally no primogems outta five go play battle cats an ar fifty six
4,the game was absolutely awesome there is always new events and can get lots of character but i suggest that weapon can be downgrade to get the materials for upgrading it is really hard these days that upgrading character also changing weapon
1,the game does not have much content now and you can burn throught the quests fast and it will then become a boring game cause all that is left to do are dailies which are repetitive
1,how much space does this game require i have a sixty four gb phone with forty percent space free and i keep getting an insufficient space message instead of it doenloading in game resources game never gets past login screen then insufficient space message update august seventeen twenty twenty three sorry but your response is usless obviously it requires more space i asked specifically how much and your response is make sure you have sufficient storage what a non answer waste of time
3,the recent update of fontaine has been really good but i encountered some recent problems in the game were i was doing a quest in fontaine my game suddenly crushed and even though i already re download all the files i still couldnt log in my account i have been playing this game since release and this was the very first time it happened to me please fix it hoyoverse my phone has been handling this game for years
4,i really love this game i am almost years but now i cannot play it since the problem is the small storage space i am still suffering with my gb phone and i suggest to give us atleast an option of to delte past resources in the starting screen
4,fun smooth creative gameplay with great characters the only downside is i am now addicted to gambling
4,i do not know why but game is not loading and it is full black and it is hang and there are so many buildings invincible it is not loading in the new region
5,this game is awesome i remember playing sword of chaos at twelve yrs old when i first heard of this game i thought it would be just like that game but it is even more amplified with such beautiful and aweing landscapes each character is so unique you fall in love with them and go for them such an obsessive lore you want to dive into etc there is many things to love about this game i one hundred recommend thanks mihoyo ❣
5,thanks for taking away my boredom people who are thinking of downloading twenty gb game on your phone one advice just download it u will not regret explore the magical world the characters the lore the world exploration the graphics the music etc all make this game a top notch hats off to the developers for developing such a game
3,would have given a higher rating if it did not take up so much storage it is supposed to be a mobile game yet it requires so much i have not been able to play due to how much storage each update takes up and we have not even finished half of the game yet quite disappointing since i have been playing since four and would love to keep playing but i cannot update or launch it
4,i love to play this app on playstation but i cannot use it on my tablet even though i have the data to play this game but i love this game either way its really fun and helps pass the time
3,i really love this game only downside is its very expensive like spending one hundred does not give you any guarantee for pulling characters unless you already build pity and the events are not new player friendly as a beginner im missing out a lot of events because the quest where can we get primos is only available on new contents
5,everything is perfect like fr i loved fontaine so much that i one hundred percent area in my alt already my main acc is focused on the story not exploring the music and everything is clearly making me addicted to genshin once again keep expanding fontaine and i might get a new phone lol sixty four gb surviver here still have about ten gb left thank you hyv you have done a great job making me addicted to all your game
